,Name,Date,Year of Birth
5345,Matt Wenstrom,11/4,1970
5346,Randy White,11/4,1967
5347,Jalen Wilson,11/4,2000
5348,Chris Wright,11/4,1989
5349,Lorenzen Wright,11/4,1975
5350,Jill Chapman-Daily,11/4,1979
5351,Navonda Moore,11/4,1984
5352,Jordan Bone,11/5,1997
5353,Steve Burtt,11/5,1962
5354,James Collins,11/5,1973
5355,Rod Freeman,11/5,1950
5356,Otis Howard,11/5,1956
5357,D.J. Kennedy,11/5,1989
5358,Trey Lyles,11/5,1995
5359,Ian Mahinmi,11/5,1986
5360,O.J. Mayo,11/5,1987
5361,Keith McLeod,11/5,1979
5362,Larry Moffett,11/5,1954
5363,Dean Oliver,11/5,1978
5364,Julian Phillips,11/5,2003
5365,Theo Pinson,11/5,1995
5366,Fred Sheffield,11/5,1923
5367,Jerry Stackhouse,11/5,1974
5368,Bill Walton,11/5,1952
5369,Mark West,11/5,1960
5370,Astou Ndiaye-Diatta,11/5,1973
5371,Jamie Redd,11/5,1977
5372,Bob Carpenter,11/6,1917
5373,Charlie Criss,11/6,1948
5374,John Holland,11/6,1988
5375,Luke Jackson,11/6,1981
5376,Steve Kuberski,11/6,1947
5377,Doron Lamb,11/6,1991
5378,Lamar Odom,11/6,1979
5379,Jack Phelan,11/6,1925
5380,Day'Ron Sharpe,11/6,2001
5381,John Tresvant,11/6,1939
5382,Sun Yue,11/6,1985
5383,Rebecca Allen,11/6,1992
5384,Brittany Brewer,11/6,1997
5385,Dearica Hamby,11/6,1993
5386,Pollyanna Johns Kimbrough,11/6,1975
5387,Jackie Moore,11/6,1979
5388,Al Attles,11/7,1936
5389,Dalano Banton,11/7,1999
5390,Greg Dreiling,11/7,1962
5391,Darnell Jackson,11/7,1985
5392,Tony Jackson,11/7,1942
5393,Ken Johnson,11/7,1962
5394,Gani Lawal,11/7,1988
5395,Jim O'Brien,11/7,1951
5396,Rubin Russell,11/7,1944
5397,Brook Steppe,11/7,1959
5398,Cason Wallace,11/7,2003
5399,Wayne Yates,11/7,1937
5400,Heather Butler,11/7,1991
5401,Kelley Gibson,11/7,1976
5402,Isaac Bonga,11/8,1999
5403,Maurice Evans,11/8,1978
5404,Kaiser Gates,11/8,1996
5405,Keyonte George,11/8,2003
5406,Jonathan Gibson,11/8,1987
5407,Dan Hester,11/8,1948
5408,Wilbur Holland,11/8,1951
5409,Geoff Huston,11/8,1957
5410,Andy Johnson,11/8,1932
5411,Brevin Knight,11/8,1975
5412,Don Lofgran,11/8,1929
5413,Bryce McGowens,11/8,2002
5414,Toure' Murry,11/8,1989
5415,Delaney Rudd,11/8,1962
5416,Tom Sanders,11/8,1938
5417,Collis Temple,11/8,1952
5418,Malcolm Thomas,11/8,1988
5419,Darryl Watkins,11/8,1984
5420,Dee Davis,11/8,1984
5421,John Battle,11/9,1962
5422,Anthony Bowie,11/9,1963
5423,Mel Davis,11/9,1950
5424,Marcus Garrett,11/9,1998
5425,Mouhamed Gueye,11/9,2002
5426,Drew Peterson,11/9,1999
5427,Frank Selvy,11/9,1932
5428,Trendon Watford,11/9,2000
5429,Beverly Williams,11/9,1965
5430,D.J. Augustin,11/10,1987
5431,Jerry Baskerville,11/10,1951
5432,Troy Bell,11/10,1980
5433,Lionel Chalmers,11/10,1980
5434,Gene Conley,11/10,1930
5435,Normie Glick,11/10,1927
5436,Barry Kramer,11/10,1942
5437,Kendrick Perkins,11/10,1984
5438,Scotty Pippen Jr.,11/10,2000
5439,Jacob Pullen,11/10,1989
5440,Craig Smith,11/10,1983
5441,Tony Snell,11/10,1991
5442,John Williamson,11/10,1951
5443,Tanja Kostic,11/10,1972
5444,Inga Orekhova,11/10,1989
5445,Kelly Santos,11/10,1979
5446,Victaria Saxton,11/10,1999
5447,Hilton Armstrong,11/11,1984
5448,Mark Baker,11/11,1969
5449,Buddy Boeheim,11/11,1999
5450,Bill Downey,11/11,1923
5451,Earl Evans,11/11,1955
5452,Matt Guokas,11/11,1915
5453,Kevin Kunnert,11/11,1951
5454,Rudy LaRusso,11/11,1937
5455,Perry Moss,11/11,1958
5456,Ron Riley,11/11,1950
5457,Barry Sumpter,11/11,1965
5458,Trisha Stafford-Odom,11/11,1970
5459,Paolo Banchero,11/12,2002
5460,Dāvis Bertāns,11/12,1992
5461,Norman Black,11/12,1957
5462,George Blaney,11/12,1939
5463,Bob Brown,11/12,1923
5464,Trey Burke,11/12,1992
5465,Gerald Glass,11/12,1967
5466,Billy Harris,11/12,1951
5467,Charlie Lowery,11/12,1949
5468,Corey Maggette,11/12,1979
5469,Andrae Patterson,11/12,1975
5470,Dale Schlueter,11/12,1945
5471,Lou Spicer,11/12,1922
5472,Russell Westbrook,11/12,1988
5473,Gene Wiley,11/12,1937
5474,Chante Black,11/12,1985
5475,Heather Burge,11/12,1971
5476,Heidi Burge,11/12,1971
5477,Courtney Clements,11/12,1989
5478,Jantel Lavender,11/12,1988
5479,Kelsey Mitchell,11/12,1995
5480,Alex Montgomery,11/12,1988
5481,Stanley Brundy,11/13,1967
5482,Sam Cash,11/13,1950
5483,Kevin Gamble,11/13,1965
5484,Jack George,11/13,1928
5485,Luther Green,11/13,1946
5486,Steve Hamer,11/13,1973
5487,Andre Jackson Jr.,11/13,2001
5488,Hank McDowell,11/13,1959
5489,Shabazz Muhammad,11/13,1992
5490,Trayvon Palmer,11/13,1994
5491,Don Putman,11/13,1922
5492,Blair Rasmussen,11/13,1962
5493,George Ratkovicz,11/13,1922
5494,Rumeal Robinson,11/13,1966
5495,Lorenzo Romar,11/13,1958
5496,Jermaine Samuels,11/13,1998
5497,Mark Sibley,11/13,1950
5498,Metta World Peace,11/13,1979
5499,Willie Worsley,11/13,1945
5500,Haley Gorecki,11/13,1996
5501,Aisha Sheppard,11/13,1998
5502,Ben Coleman,11/14,1961
5503,Simmie Hill,11/14,1946
5504,Steven Hill,11/14,1985
5505,Alex Kirk,11/14,1991
5506,Jack Sikma,11/14,1955
5507,Lionel Simmons,11/14,1968
5508,David Wesley,11/14,1970
5509,Tom Workman,11/14,1944
5510,Chennedy Carter,11/14,1998
5511,Danielle Page,11/14,1986
5512,Mark Acres,11/15,1962
5513,Greg Anthony,11/15,1967
5514,Bob Dandridge,11/15,1947
5515,Jermareo Davidson,11/15,1984
5516,Lionel Malamed,11/15,1924
5517,Sasha Pavlović,11/15,1983
5518,Jontay Porter,11/15,1999
5519,Sindarius Thornwell,11/15,1994
5520,Karl-Anthony Towns,11/15,1995
5521,João Vianna,11/15,1966
5522,TyTy Washington Jr.,11/15,2001
5523,Quanitra Hollingsworth,11/15,1988
5524,Cliff Alexander,11/16,1995
5525,Bol Bol,11/16,1999
5526,Gary Clark,11/16,1994
5527,Wayne Cooper,11/16,1956
5528,Josh Green,11/16,2000
5529,Ben Handlogten,11/16,1973
5530,Dave Johnson,11/16,1970
5531,Lester Quinones,11/16,2000
5532,Amar'e Stoudemire,11/16,1982
5533,Dick Surhoff,11/16,1929
5534,Denzel Valentine,11/16,1993
5535,Jo Jo White,11/16,1946
5536,Kayte Christensen,11/16,1980
5537,Andrea Nagy,11/16,1971
5538,Dragan Bender,11/17,1997
5539,Adrian Branch,11/17,1963
5540,Zylan Cheatham,11/17,1995
5541,Elvin Hayes,11/17,1945
5542,Jerome James,11/17,1975
5543,Walt Lautenbach,11/17,1922
5544,Roshown McLeod,11/17,1975
5545,Joe Mullaney,11/17,1924
5546,Mal Pradd,11/17,1944
5547,Wayne Sappleton,11/17,1960
5548,Steve Stipanovich,11/17,1960
5549,Damiris Dantas,11/17,1992
5550,Simone Edwards,11/17,1973
5551,Katie Mattera,11/17,1982
5552,Rashanda McCants,11/17,1986
5553,Victoria Vivians,11/17,1994
5554,Patrick Baldwin Jr.,11/18,2002
5555,Irv Bemoras,11/18,1930
5556,Demetrius Calip,11/18,1969
5557,Sam Cassell,11/18,1969
5558,John Dickson,11/18,1945
5559,Jalen Duren,11/18,2003
5560,Ray Ellefson,11/18,1922
5561,Matt Fish,11/18,1969
5562,Dick Fitzgerald,11/18,1920
5563,Julius Hodge,11/18,1983
5564,Zach Lofton,11/18,1992
5565,Quincy Miller,11/18,1992
5566,Arnett Moultrie,11/18,1990
5567,Billy Shepherd,11/18,1949
5568,Garfield Smith,11/18,1945
5569,Jason Williams,11/18,1975
5570,Marcus Williams,11/18,1986
5571,Sydney Carter,11/18,1990
5572,Amanda Thompson,11/18,1987
5573,Milica Vukadinovic,11/18,1968
5574,Wendi Willits,11/18,1978
5575,Justin Anderson,11/19,1993
5576,Richard Anderson,11/19,1960
5577,Toby Bailey,11/19,1975
5578,Marcus Banks,11/19,1981
5579,Jamison Brewer,11/19,1980
5580,Zach Collins,11/19,1997
5581,Kenneth Faried,11/19,1989
5582,Andre Ingram,11/19,1985
5583,Herb Krautblatt,11/19,1926
5584,Myles Patrick,11/19,1954
5585,Tom Payne,11/19,1950
5586,Vladimir Radmanović,11/19,1980
5587,Ron Thomas,11/19,1950
5588,Kostas Antetokounmpo,11/20,1997
5589,Mengke Bateer,11/20,1975
5590,Carlos Boozer,11/20,1981
5591,Ryan Bowen,11/20,1975
5592,Chris Childs,11/20,1967
5593,Louie Dampier,11/20,1944
5594,Ángel Delgado,11/20,1994
5595,Gradey Dick,11/20,2003
5596,Harold Jamison,11/20,1976
5597,Ozell Jones,11/20,1960
5598,Arvesta Kelly,11/20,1945
5599,Mo Mahoney,11/20,1927
5600,Cartier Martin,11/20,1984
5601,Johnny Payak,11/20,1926
5602,Phil Sellers,11/20,1953
5603,Dean Wade,11/20,1996
5604,Jamie Waller,11/20,1964
5605,Gary Zeller,11/20,1947
5606,Mike Batiste,11/21,1977
5607,Josh Boone,11/21,1984
5608,Chris Chiozza,11/21,1995
5609,Terry Dischinger,11/21,1940
5610,Reggie Lewis,11/21,1965
5611,John Lucas III,11/21,1982
5612,Cedric Maxwell,11/21,1955
5613,Earl Monroe,11/21,1944
5614,Olden Polynice,11/21,1964
5615,Larry Sanders,11/21,1988
5616,Miles Simon,11/21,1975
5617,Chris Singleton,11/21,1989
5618,Stromile Swift,11/21,1979
5619,Ron Taylor,11/21,1947
5620,Jamil Wilson,11/21,1990
5621,Benoit Benjamin,11/22,1964
5622,Gene Berce,11/22,1926
5623,Tarik Black,11/22,1991
5624,James Edwards,11/22,1955
5625,Elmer Gainer,11/22,1918
5626,Jerry Greenspan,11/22,1941
5627,Taylor Hendricks,11/22,2003
5628,Byron Houston,11/22,1969
5629,Mel Hutchins,11/22,1928
5630,Brandon Miller,11/22,2002
5631,Pape Sow,11/22,1981
5632,James Thomas,11/22,1980
5633,Brandon Williams,11/22,1999
5634,Milt Williams,11/22,1945
5635,Natalie Achonwa,11/22,1992
5636,Daedra Charles,11/22,1968
5637,Jacki Gemelos,11/22,1988
5638,Natalie Novosel,11/22,1989
5639,Leila Sobral,11/22,1974
5640,Steve Alford,11/23,1964
5641,Ashraf Amaya,11/23,1971
5642,Miloš Babić,11/23,1968
5643,Vin Baker,11/23,1971
5644,Frank Johnson,11/23,1958
5645,George Lee,11/23,1936
5646,Kirk Penney,11/23,1980
5647,George Reynolds,11/23,1947
5648,Malik Rose,11/23,1974
5649,Earl Shannon,11/23,1921
5650,Andrew Toney,11/23,1957
5651,Gary Turner,11/23,1942
5652,Lloyd Walton,11/23,1953
5653,Larry Wright,11/23,1954
5654,Gennifer Brandon,11/23,1990
5655,Kym Hope,11/23,1977
5656,Helen Luz,11/23,1972
5657,Adrianne Ross,11/23,1984
5658,Tora Suber,11/23,1974
5659,Megan Walker,11/23,1998
5660,Henry Bibby,11/24,1949
5661,Dave Bing,11/24,1943
5662,Keljin Blevins,11/24,1995
5663,Jimmy Collins,11/24,1946
5664,Ledell Eackles,11/24,1966
5665,Johnny Horan,11/24,1932
5666,Brandon Hunter,11/24,1980
5667,Dave Magley,11/24,1959
5668,Bill Miller,11/24,1924
5669,Shavlik Randolph,11/24,1983
5670,Oscar Robertson,11/24,1938
5671,Rudy Tomjanovich,11/24,1948
5672,Gary Voce,11/24,1965
5673,Aleah Goodman,11/24,1998
5674,Trevor Booker,11/25,1987
5675,Lorenzo Charles,11/25,1963
5676,Talen Horton-Tucker,11/25,2000
5677,Jared Jeffries,11/25,1981
5678,Gerard King,11/25,1972
5679,Mike Lynn,11/25,1945
5680,Josh Minott,11/25,2002
5681,Kenny Payne,11/25,1966
5682,Anthony Peeler,11/25,1969
5683,Tre Scott,11/25,1996
5684,Dennis Smith Jr.,11/25,1997
5685,Erick Strickland,11/25,1973
5686,Dean Tolson,11/25,1951
5687,Claude Virden,11/25,1947
5688,Brene Moseley,11/25,1993
5689,Khayla Pointer,11/25,1998
5690,Andrea Stinson,11/25,1967
5691,John Amaechi,11/26,1970
5692,Malik Beasley,11/26,1996
5693,Avery Bradley,11/26,1990
5694,Gian Clavell,11/26,1993
5695,Mario Elie,11/26,1963
5696,Greg Graham,11/26,1970
5697,Bernie Harris,11/26,1950
5698,Lazar Hayward,11/26,1986
5699,Luther Head,11/26,1982
5700,Omari Johnson,11/26,1989
5701,Shawn Kemp,11/26,1969
5702,Leonard Miller,11/26,2003
5703,George Patterson,11/26,1939
5704,Edwin Ubiles,11/26,1986
5705,Edna Campbell,11/26,1968
5706,Sue Wicks,11/26,1966
5707,Don Adams,11/27,1947
5708,Gigi Datome,11/27,1987
5709,Henry Dickerson,11/27,1951
5710,Dean Garrett,11/27,1966
5711,Brendan Haywood,11/27,1979
5712,Manny Leaks,11/27,1945
5713,Andy Panko,11/27,1977
5714,Jim Price,11/27,1949
5715,Donta Smith,11/27,1983
5716,Oscar Tshiebwe,11/27,1999
5717,Ronnie Valentine,11/27,1957
5718,Nick Van Exel,11/27,1971
5719,Nadine Malcolm,11/27,1975
5720,Michaela Pavlickova,11/27,1977
5721,Leandro Barbosa,11/28,1982
5722,Andrew Bogut,11/28,1984
5723,Brandon Boston Jr.,11/28,2001
5724,Don Collins,11/28,1958
5725,Leo Gottlieb,11/28,1920
5726,Paul Graham,11/28,1967
5727,Taurean Green,11/28,1986
5728,Trey Jemison,11/28,1999
5729,Larry Johnson,11/28,1954
5730,Dan Langhi,11/28,1977
5731,Josh Magette,11/28,1989
5732,Johnny Newman,11/28,1963
5733,Roy Tarpley,11/28,1964
5734,Monique Coker,11/28,1982
5735,Isabel Sanchez,11/28,1976
5736,DeMya Walker,11/28,1977
5737,Del Beshore,11/29,1956
5738,Dee Brown,11/29,1968
5739,Shannon Brown,11/29,1985
5740,Troy Caupain,11/29,1995
5741,Wayne Ellington,11/29,1987
5742,Len Kosmalski,11/29,1951
5743,Daryl Macon,11/29,1995
5744,Jamal Mashburn,11/29,1972
5745,Mike Penberthy,11/29,1974
5746,Julius Randle,11/29,1994
5747,Nick Richards,11/29,1997
5748,Jerry Sichting,11/29,1956
5749,Charles Smith,11/29,1967
5750,Alex Stivrins,11/29,1962
5751,George Thompson,11/29,1947
5752,Abby Bishop,11/29,1988
5753,Maggie Lucas,11/29,1991
5754,Tanisha Wright,11/29,1983
5755,Mark Blount,11/30,1975
5756,Jim Chones,11/30,1949
5757,Darren Daye,11/30,1960
5758,Jordan Farmar,11/30,1986
5759,Steve Hamilton,11/30,1934
5760,Tom Kondla,11/30,1946
5761,Joel Kramer,11/30,1955
5762,Andrés Nocioni,11/30,1979
5763,Richie Regan,11/30,1930
5764,Anthony Taylor,11/30,1965
5765,Dan Tieman,11/30,1940
5766,Linton Townes,11/30,1959
5767,John Turner,11/30,1967
5768,Paul Westphal,11/30,1950
5769,Grant Williams,11/30,1998
5770,David Wood,11/30,1964
5771,Aneta Kausaite,11/30,1970
5772,Natalie Williams,11/30,1970
5773,Rakeem Christmas,12/1,1991
5774,Adam Flagler,12/1,1999
5775,James Hardy,12/1,1956
5776,Billy Kenville,12/1,1930
5777,Gary Payton II,12/1,1992
5778,Walt Simon,12/1,1939
5779,Billy Thompson,12/1,1963
5780,La'Shawn Brown,12/1,1972
5781,Pamela McGee,12/1,1962
5782,Ralph Beard,12/2,1927
5783,Sim Bhullar,12/2,1992
5784,Jarron Collins,12/2,1978
5785,Jason Collins,12/2,1978
5786,Deyonta Davis,12/2,1996
5787,Alan Henderson,12/2,1972
5788,De'Andre Hunter,12/2,1997
5789,Byron Irvin,12/2,1966
5790,Fred Jacobs,12/2,1922
5791,Eugene Jeter,12/2,1983
5792,Brandon Knight,12/2,1991
5793,Stephen Thompson,12/2,1968
5794,Matt Walsh,12/2,1982
5795,Kenrich Williams,12/2,1994
5796,Dorell Wright,12/2,1985
5797,Derrick Zimmerman,12/2,1981
5798,Mistie Bass,12/2,1983
5799,Jessie Hicks,12/2,1971
5800,Renee Montgomery,12/2,1986
5801,Alessandra Santos de Oliveira,12/2,1973
5802,Mike Bantom,12/3,1951
5803,Jim Brewer,12/3,1951
5804,Lindsey Hunter,12/3,1970
5805,Askia Jones,12/3,1971
5806,Jack McMahon,12/3,1928
5807,Brian Roberts,12/3,1985
5808,Charley Shipp,12/3,1913
5809,Greg Sutton,12/3,1967
5810,Robert Swift,12/3,1985
5811,Marcus Williams,12/3,1985
5812,Sherill Baker,12/3,1982
5813,Shalonda Enis,12/3,1974
5814,Nirra Fields,12/3,1993
5815,Tammy Jackson,12/3,1962
5816,Eva Nemcova,12/3,1972
5817,Chaundee Brown Jr.,12/4,1998
5818,John Butler,12/4,2002
5819,Brian Cook,12/4,1980
5820,Duje Dukan,12/4,1991
5821,Howard Eisley,12/4,1972
5822,Bernard King,12/4,1956
5823,Jerome Lane,12/4,1966
5824,Gabriel Lundberg,12/4,1994
5825,Dick Ricketts,12/4,1933
5826,Andre Roberson,12/4,1991
5827,Carey Scurry,12/4,1962
5828,Ron Shavlik,12/4,1933
5829,Martell Webster,12/4,1986
5830,Corliss Williamson,12/4,1973
5831,Betty Lennox,12/4,1976
5832,Cory Carr,12/5,1975
5833,Eddy Curry,12/5,1982
5834,Hoot Gibson,12/5,1921
5835,Butch Lee,12/5,1956
5836,Semi Ojeleye,12/5,1994
5837,Josh Smith,12/5,1985
5838,Charlie Yelverton,12/5,1948
5839,Tina Charles,12/5,1988
5840,Stacey Lovelace,12/5,1974
5841,Corissa Yasen,12/5,1973
5842,Giannis Antetokounmpo,12/6,1994
5843,Greg Deane,12/6,1957
5844,Wayne Engelstad,12/6,1965
5845,Bill Hanzlik,12/6,1957
5846,Brad Holland,12/6,1956
5847,Ralph Johnson,12/6,1921
5848,Matt Maloney,12/6,1971
5849,Jelani McCoy,12/6,1977
5850,Boris Nachamkin,12/6,1933
5851,Doyle Parrack,12/6,1921
5852,Elmore Spencer,12/6,1969
5853,Darius Washington,12/6,1985
5854,Shannon Bobbitt,12/6,1985
5855,Sabrina Ionescu,12/6,1997
5856,Rachel Jarry,12/6,1991
5857,Kiara Leslie,12/6,1995
5858,Adriana Moises,12/6,1978
5859,JiSu Park,12/6,1998
5860,Jasmina Perazic-Gipe,12/6,1960
5861,Eugenia Rycraw,12/6,1968
5862,Iciss Tillis,12/6,1981
5863,Lou Amundson,12/7,1982
5864,Cameron Bairstow,12/7,1990
5865,Larry Bird,12/7,1956
5866,Anthony Frederick,12/7,1964
5867,Andrew Goudelock,12/7,1988
5868,Aaron Gray,12/7,1984
5869,Nick Mantis,12/7,1935
5870,Pat McFarland,12/7,1951
5871,Fred Paine,12/7,1925
5872,Gary Phillips,12/7,1939
5873,Kevin Séraphin,12/7,1989
5874,Julyan Stone,12/7,1988
5875,Al Thornton,12/7,1983
5876,Max Zaslofsky,12/7,1925
5877,Shaunzinski Gortman,12/7,1979
5878,Josh Christopher,12/8,2001
5879,Will Conroy,12/8,1982
5880,Ken Durrett,12/8,1948
5881,Johnny Green,12/8,1933
5882,Lindsay Hairston,12/8,1951
5883,Sam Hauser,12/8,1997
5884,Skeeter Henry,12/8,1967
5885,Dwight Howard,12/8,1985
5886,George Johnson,12/8,1956
5887,Edmund Lawrence,12/8,1952
5888,Bob Love,12/8,1942
5889,Andrew Nicholson,12/8,1989
5890,Oleksiy Pecherov,12/8,1985
5891,Jermaine Taylor,12/8,1986
5892,Shenise Johnson,12/8,1990
5893,Sugar Rodgers,12/8,1989
5894,Paige Sauer,12/8,1977
5895,Teresa Weatherspoon,12/8,1965
5896,Angelina Wolvert,12/8,1978
5897,Francesca Zara,12/8,1976
5898,Jim Baechtold,12/9,1927
5899,Aron Baynes,12/9,1986
5900,Otis Birdsong,12/9,1955
5901,Eric Bledsoe,12/9,1989
5902,Bill Crow,12/9,1940
5903,Simone Fontecchio,12/9,1995
5904,World B. Free,12/9,1953
5905,Langston Galloway,12/9,1991
5906,Cliff Hagan,12/9,1931
5907,Mike Harper,12/9,1957
5908,Gerald Henderson,12/9,1987
5909,Dewan Hernandez,12/9,1996
5910,Haywood Highsmith,12/9,1996
5911,Zach Norvell,12/9,1997
5912,Kelly Oubre Jr.,12/9,1995
5913,Brent Price,12/9,1968
5914,Dick Wehr,12/9,1925
5915,Owen Wells,12/9,1950
5916,Mark Aguirre,12/10,1959
5917,Tacko Fall,12/10,1995
5918,Dave Fedor,12/10,1940
5919,Ray Felix,12/10,1930
5920,Jim Fritsche,12/10,1931
5921,Rusty LaRue,12/10,1973
5922,Jack Maddox,12/10,1919
5923,Lloyd Neal,12/10,1950
5924,Ray Ragelis,12/10,1928
5925,Bryant Stith,12/10,1970
5926,Dion Waiters,12/10,1991
5927,Shao Ting,12/10,1989
5928,Shareef Abdur-Rahim,12/11,1976
5929,Mark Alarie,12/11,1963
5930,Ernie Beck,12/11,1931
5931,Malcolm Brogdon,12/11,1992
5932,Al Hairston,12/11,1945
5933,Roy Hibbert,12/11,1986
5934,Plummer Lott,12/11,1945
5935,Bevo Nordmann,12/11,1939
5936,Onyeka Okongwu,12/11,2000
5937,Ray Owes,12/11,1972
5938,Billy Schaeffer,12/11,1951
5939,Ben Scharnus,12/11,1917
5940,Jim Tucker,12/11,1932
5941,Aliyah Boston,12/11,2001
5942,Rebekkah Brunson,12/11,1981
5943,Katy Steding,12/11,1967
5944,Ann Strother,12/11,1983
5945,Rick Calloway,12/12,1966
5946,Alvin Heggs,12/12,1967
5947,Ron Kozlicki,12/12,1944
5948,Greg Lee,12/12,1951
5949,Makhtar N'Diaye,12/12,1973
5950,Ivano Newbill,12/12,1970
5951,Bob Pettit,12/12,1932
5952,John Salmons,12/12,1979
5953,Randy Smith,12/12,1948
5954,Murray Wier,12/12,1926
5955,Charles Claxton,12/13,1970
5956,Evric Gray,12/13,1969
5957,Phil Hubbard,12/13,1956
5958,Gus Johnson,12/13,1938
5959,Larry Kenon,12/13,1952
5960,Roy Marble,12/13,1966
5961,Pierre Russell,12/13,1949
5962,Andre Turner,12/13,1964
5963,Megan Gustafson,12/13,1996
5964,Laura Summerton,12/13,1983
5965,Nicolas Batum,12/14,1988
5966,William Bedford,12/14,1963
5967,John Brown,12/14,1951
5968,Pat Burke,12/14,1973
5969,James Cotton,12/14,1975
5970,Robert Covington,12/14,1990
5971,Clyde Dickey,12/14,1951
5972,Carl Herrera,12/14,1966
5973,Anthony Mason,12/14,1966
5974,Eldridge Recasner,12/14,1967
5975,Jim Riffey,12/14,1923
5976,Lonnie Walker IV,12/14,1998
5977,Tamecka Dixon,12/14,1975
5978,Keith Askins,12/15,1967
5979,Mitchell Butler,12/15,1970
5980,Lawrence Funderburke,12/15,1970
5981,Bill Higgins,12/15,1952
5982,Dontell Jefferson,12/15,1983
5983,Daniel Ochefu,12/15,1993
5984,Jahlil Okafor,12/15,1995
5985,Charlie Scott,12/15,1948
5986,David Wingate,12/15,1963
5987,Maya Caldwell,12/15,1998
5988,Deanna Jackson,12/15,1979
5989,Sophia Young-Malcolm,12/15,1983
5990,Kelenna Azubuike,12/16,1983
5991,Bill Chamberlain,12/16,1949
5992,Joey Dorsey,12/16,1983
5993,Jimmy Foster,12/16,1951
5994,Nigel Hayes,12/16,1994
5995,Brandin Knight,12/16,1981
5996,Mac Otten,12/16,1925
5997,Claude Overton,12/16,1927
5998,Clifford Robinson,12/16,1966
5999,Jeff Ruland,12/16,1958
6000,Alexey Shved,12/16,1988
6001,Bennie Swain,12/16,1933
6002,Jan van Breda Kolff,12/16,1951
6003,Mark Williams,12/16,2001
6004,Orlando Woolridge,12/16,1959
6005,Teana Muldrow,12/16,1995
6006,Kendra Wecker,12/16,1982
6007,Brad Davis,12/17,1955
6008,Craig Dill,12/17,1944
6009,Jeff Grayer,12/17,1965
6010,Buddy Hield,12/17,1992
6011,Ed Horton,12/17,1967
6012,GG Jackson II,12/17,2004
6013,Kris Joseph,12/17,1988
6014,Albert King,12/17,1959
6015,Stéphane Lasme,12/17,1982
6016,Brian Mahoney,12/17,1948
6017,Chick Reiser,12/17,1914
6018,Antoine Rigaudeau,12/17,1971
6019,Brad Sellers,12/17,1962
6020,Gino Sovran,12/17,1924
6021,Joe Wolf,12/17,1964
6022,Guerschon Yabusele,12/17,1995
6023,Suzy Batkovic-Brown,12/17,1980
6024,Nikki McCray,12/17,1971
6025,Sug Sutton,12/17,1998
6026,Petra Ujhelyi,12/17,1980
6027,Jabari Brown,12/18,1992
6028,Marcus Cousin,12/18,1986
6029,Jim Davis,12/18,1941
6030,Jacky Dorsey,12/18,1954
6031,Robert Franks,12/18,1996
6032,Lucious Harris,12/18,1970
6033,George Johnson,12/18,1948
6034,Jalen Johnson,12/18,2001
6035,Rich Johnson,12/18,1946
6036,Nate Johnston,12/18,1966
6037,Bobby Jones,12/18,1951
6038,E.J. Liddell,12/18,2000
6039,Audie Norris,12/18,1960
6040,Charles Oakley,12/18,1963
6041,Joe Pace,12/18,1953
6042,Gene Shue,12/18,1931
6043,Craig Spitzer,12/18,1945
6044,Óscar Torres,12/18,1976
6045,Phil Wagner,12/18,1945
6046,Julian Washburn,12/18,1991
6047,Margo Graham,12/18,1970
6048,Brionna Jones,12/18,1995
6049,Dorka Juhász,12/18,1999
6050,Oksana Zakaluzhnaya,12/18,1977
6051,Jay Arnette,12/19,1938
6052,Torrey Craig,12/19,1990
6053,Joe DePre,12/19,1947
6054,Jorge Garbajosa,12/19,1977
6055,Winston Garland,12/19,1964
6056,Leonard Gray,12/19,1951
6057,Tom Gugliotta,12/19,1969
6058,Josh Huestis,12/19,1991
6059,Vic Law,12/19,1995
6060,Scott Lloyd,12/19,1952
6061,Felipe López,12/19,1974
6062,Kevin McHale,12/19,1957
6063,Jim Paxson,12/19,1932
6064,Arvydas Sabonis,12/19,1964
6065,D.J. Stephens,12/19,1990
6066,Kebu Stewart,12/19,1973
6067,Mo Williams,12/19,1982
6068,Matt Zunic,12/19,1919
6069,Jessica Adair,12/19,1986
6070,Kristin Folkl,12/19,1975
6071,Kamila Vodichkova,12/19,1972
6072,Hollis Copeland,12/20,1955
6073,Derrick Dial,12/20,1975
6074,De'Aaron Fox,12/20,1997
6075,Dick Gibbs,12/20,1948
6076,D'Moi Hodge,12/20,1998
6077,Bill Hosket,12/20,1946
6078,Royal Ivey,12/20,1981
6079,Wes Iwundu,12/20,1994
6080,Phil Lumpkin,12/20,1951
6081,Erik McCree,12/20,1993
6082,Anžejs Pasečņiks,12/20,1995
6083,Bobby Phills,12/20,1969
6084,Herm Schaefer,12/20,1918
6085,Dave Stallworth,12/20,1941
6086,Don Sunderlage,12/20,1929
6087,Raymond Townsend,12/20,1955
6088,Trent Tucker,12/20,1959
6089,Howard Wright,12/20,1967
6090,Jim Zoet,12/20,1953
6091,Jenny Boucek,12/20,1973
6092,Adut Bulgak,12/20,1992
6093,Evanthia Maltsi,12/20,1978
6094,Marta Xargay,12/20,1990
6095,Corky Devlin,12/21,1931
6096,B.J. Johnson,12/21,1995
6097,Ervin Johnson,12/21,1967
6098,Sheldon Mac,12/21,1992
6099,Terry Mills,12/21,1967
6100,Wat Misaka,12/21,1923
6101,Herb Scherer,12/21,1928
